,Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
1413,Love Is All You Need,"Comedy, Drama, Romance",116,2012,"A hairdresser, who has lost her hair to cancer, finds out her husband is having an affair, travels to Italy for her daughter's wedding, and meets a widower who still blames the world for the loss of his wife.",12485,1.63,6.5,60.0
1414,Head Over Heels,"Comedy, Mystery, Romance",86,2001,A young woman is attracted to a man despite her thinking she's seen him kill someone.,13377,10.40,5.4,27.0
1415,A Prairie Home Companion,"Comedy, Drama, Music",105,2006,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court.",21201,20.34,6.7,75.0
1417,The Curse of the Jade Scorpion,"Comedy, Crime, Mystery",103,2001,An insurance investigator and an efficency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.,36179,7.50,6.7,52.0
1418,Gotcha!,"Action, Comedy, Mystery",101,1985,"Jonathan plays Gotcha with fellow college students, testing ability as assassin or mark, using paintball guns on campus. He flies to Paris on vacation and, with a woman taking his virginity, on to Berlin, where the game/ammo gets real.",6388,10.81,6.2,38.0
1421,High Heels,"Comedy, Drama, Romance",112,1991,A girl's mother returns after 15 years to find her daughter has married one of her (the mother's) old boyfriends. They try to mend their broken mother/daughter relationship and deal with ...,12634,1.71,7.1,51.0
1423,Hope Springs,"Comedy, Drama, Romance",100,2012,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",39128,63.54,6.3,65.0
1428,Surviving Christmas,"Comedy, Romance",91,2004,"A lonely, obnoxious young millionaire pays a family to spend Christmas with him.",20971,11.66,5.4,19.0
1431,From Prada to Nada,"Comedy, Drama, Romance",107,2011,"A Latina spin on Jane Austen's ""Sense and Sensibility,"" where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.",13787,3.02,5.5,39.0
1432,Feeling Minnesota,"Comedy, Crime, Drama",99,1996,An ex-convict and his bumbling crook brother fight for the same woman.,10133,3.10,5.4,30.0
1436,The Story of Us,"Comedy, Drama, Romance",95,1999,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,20471,27.07,6.0,37.0
1441,How to Deal,"Comedy, Drama, Romance",101,2003,"A teenager (Moore), disillusioned by too many examples of love gone wrong, refuses to believe that true love exists. Then this new guy (Ford) comes along...",8958,14.11,5.6,45.0
1442,Heaven Help Us,"Comedy, Drama, Romance",104,1985,A new transfer student to St. Basil's Boys' Prep School tries to fit in while romantically pursuing a troubled young girl.,3764,6.07,7.0,64.0
1443,The Wood,"Comedy, Drama, Romance",106,1999,"While dealing with a friend's cold feet on his wedding day, a writer reminisces about his youth with his best friends.",7804,25.05,7.0,52.0
1444,On the Line,"Comedy, Family, Romance",85,2001,"A shy advertising employee meets his dream girl on the El train, but doesn't remember to get her phone number, resulting in an all-out search for the mystery girl",3906,4.36,4.2,34.0
1448,The Last Days of Disco,"Comedy, Drama, Music",113,1998,"Story of two female Manhattan book editors fresh out of college, both finding love and themselves while frequenting the local disco.",11530,2.99,6.7,76.0
1454,Alpha and Omega,"Animation, Adventure, Comedy",90,2010,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",12672,25.08,5.2,36.0
1455,Agent Cody Banks 2: Destination London,"Action, Adventure, Comedy",100,2004,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",13303,23.22,4.5,32.0
1456,Summer Wars,"Animation, Action, Comedy",114,2009,"A student tries to fix a problem he accidentally caused in OZ, a digital world, while pretending to be the fiancé of his friend at her grandmother's 90th birthday.",23663,0.08,7.5,63.0
1462,Priceless,"Comedy, Romance",106,2006,"Through a set of wacky circumstances, a young gold digger mistakenly woos a mild-mannered bartender, thinking he's a wealthy suitor.",29463,1.50,7.0,72.0
1470,"Hello, My Name Is Doris","Comedy, Drama, Romance",90,2015,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,17769,14.44,6.6,63.0
1471,Words and Pictures,"Comedy, Drama, Romance",111,2013,An art instructor and an English teacher form a rivalry that ends up with a competition at their school in which students decide whether words or pictures are more important.,9473,2.17,6.6,49.0
1472,Green Card,"Comedy, Drama, Romance",103,1990,"A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that.",21353,29.89,6.2,58.0
1479,The Broken Hearts Club: A Romantic Comedy,"Comedy, Drama, Romance",94,2000,An insight into the turbulent lives and loves of a gay clique based in Los Angeles.,6854,1.74,6.9,51.0
1481,Out to Sea,"Comedy, Romance",106,1997,"A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.",7464,27.97,6.1,49.0
1482,Bronco Billy,"Action, Adventure, Comedy",116,1980,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.",10112,24.27,6.1,66.0
1483,Kontroll,"Comedy, Crime, Drama",105,2003,"A tale about a strange young man, Bulcsú, the fellow inspectors on his team, all without exception likable characters, a rival ticket inspection team and racing along the tracks - and a tale about love.",23295,0.24,7.7,72.0
1484,The Perfect Match,"Comedy, Romance",96,2016,"A playboy named Charlie, convinced that all his relationships are dead, meets the beautiful and mysterious Eva. Agreeing to a casual affair, Charlie then wants a bit more from their relationship.",3135,9.66,4.9,41.0
1487,Something New,"Comedy, Drama, Romance",99,2006,"Kenya McQueen, an accountant finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper.",12136,11.43,6.7,64.0
1494,Nurse Betty,"Comedy, Crime, Drama",110,2000,Comedy about a widow's post-traumatic obsession with a soap star.,32061,25.17,6.1,69.0
1499,The Pirates of Penzance,"Comedy, Musical, Romance",112,1983,"After a young man leaves a band of pirates, hilarity ensues.",3031,0.69,7.1,66.0
1503,The Hunting Party,"Adventure, Comedy, Drama",101,2007,"A young journalist, a seasoned cameraman and a discredited war correspondent embark on an unauthorized mission to find the No.1 war criminal in Bosnia. However, their extremely dangerous target decides to come after them.",24010,0.97,6.8,54.0
1508,A Madea Christmas,"Comedy, Drama, Romance",100,2013,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5554,52.44,4.8,28.0
1512,The Fighting Temptations,"Comedy, Drama, Music",123,2003,A New York advertising executive travels to a small Southern town to collect an inheritance but finds he must create a gospel choir and lead it to success before he can collect.,6497,30.24,5.5,53.0
1515,Smart People,"Comedy, Drama, Romance",95,2008,Into the life of a widowed professor comes a new love and an unexpected visit from his adopted brother.,22004,9.50,6.1,57.0
1525,Serving Sara,"Comedy, Romance",99,2002,A process server tries to serve an elusive female target.,16161,16.93,5.3,18.0
1528,The Decoy Bride,"Comedy, Drama, Romance",89,2011,"When the world's media descend on the remote Scottish island where a Hollywood actress is attempting to get married, a local girl is hired as a decoy bride to put the paparazzi off the scent.",10227,0.00,6.2,42.0
1530,Material Girls,"Comedy, Family, Romance",98,2006,"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.",21005,11.44,4.0,17.0
1533,Infinitely Polar Bear,"Comedy, Drama, Romance",90,2014,"A father struggling with bipolar disorder tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",14200,1.43,7.0,64.0
1541,Metropolitan,"Comedy, Drama, Romance",98,1990,"A group of young upper-class Manhattanites are blithely passing through the gala debutante season, when an unusual outsider joins them and stirs them up.",8777,2.94,7.4,77.0
1545,Management,"Comedy, Drama, Romance",94,2008,A traveling art saleswoman tries to shake off a flaky motel manager who falls for her and won't leave her alone.,16561,0.93,5.8,50.0
1550,Excess Baggage,"Action, Comedy, Crime",101,1997,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",12194,14.33,5.4,34.0
1552,Even Cowgirls Get the Blues,"Comedy, Drama, Romance",95,1993,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the ...",6809,1.71,4.4,28.0
1559,Being Julia,"Comedy, Drama, Romance",104,2004,"Set in '30s London, the film involves stage actors and their experiences with love and revenge.",11638,7.74,7.0,65.0
1561,Booty Call,"Comedy, Romance",79,1997,Two friends who have gone too long without sex set out to get some.,7816,20.06,5.4,54.0
1562,Baggage Claim,"Comedy, Romance",96,2013,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.",8409,21.56,5.1,34.0
1566,The Muppets Take Manhattan,"Adventure, Comedy, Drama",94,1984,Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.,18216,25.53,6.9,64.0
1570,Venus,"Comedy, Drama, Romance",95,2006,Life for a pair of veteran actors gets turned upside down after they meet a brash teenager.,12065,3.34,7.1,82.0
1576,Woman on Top,"Comedy, Fantasy, Romance",92,2000,"Brazilian chef Isabella Oliveira moves to San Francisco when her husband, frustrated by her motion sickness, cheats on her.",9620,5.02,5.3,41.0
1577,Truly Madly Deeply,"Comedy, Drama, Fantasy",106,1990,A woman dealing with inconsolable grief over the death of her partner gets another chance when he returns to earth as a ghost.,7103,1.55,7.2,72.0
1590,Stroker Ace,"Action, Comedy, Romance",96,1983,"The title character, a popular NASCAR driver, clashes with the fried-chicken mogul that sponsors his racing team.",3332,13.00,4.9,30.0
1591,Little Manhattan,"Comedy, Family, Romance",90,2005,A 10-year-old boy and an 11-year-old girl find love in New York City.,21419,0.38,7.5,52.0
1594,The Electric Horseman,"Comedy, Drama, Romance",121,1979,"A rodeo star past his prime steals his company's horse and rides into the desert, with a feisty reporter accompanying him.",6963,61.80,6.3,64.0
1595,Kissing Jessica Stein,"Comedy, Drama, Romance",97,2001,A woman searching for the perfect man instead discovers the perfect woman.,15473,7.02,6.4,72.0
1600,Boy Meets Girl,"Comedy, Drama, Romance",95,2014,"Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.",3952,0.02,7.1,68.0
1601,Ashby,"Comedy, Crime, Drama",100,2015,"High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live.",13804,0.00,6.4,46.0
1604,The Big Picture,"Comedy, Drama, Romance",100,1989,"Film school grad Nick Chapman thought his career was made after his award winning short film, but discovered Hollywood wasn't as easy as it seems.",4449,0.12,6.2,64.0
